statistic	source	condition	score	p_value
norm_wmean	USF2	t3_t2	1.0761599536249102	0.74
norm_wmean	USF2	t4_t3	0.3712860478010781	0.5
norm_wmean	USF2	t8_t4	-0.33663733339205765	0.56
norm_wmean	VDR	t0.5_t0	6.608552463524389	0.12
norm_wmean	VDR	t1_t0.5	-1.725695542474753	0.08
norm_wmean	VDR	t2_t1	3.230734758132612	0.3999999999999999
norm_wmean	VDR	t3_t2	-2.316370982211554	0.02
norm_wmean	VDR	t4_t3	-0.9669316436200869	0.42
norm_wmean	VDR	t8_t4	-2.7079838464702313	0.92
norm_wmean	WT1	t0.5_t0	3.2817024613745587	0.02
norm_wmean	WT1	t1_t0.5	-0.5750070203969393	0.8600000000000001
norm_wmean	WT1	t2_t1	-1.5602077386558506	0.26
norm_wmean	WT1	t3_t2	-2.6967309995883397	0.02
norm_wmean	WT1	t4_t3	-0.0947893522402028	0.15999999999999992
norm_wmean	WT1	t8_t4	-0.5979828996660855	0.8600000000000001
norm_wmean	XBP1	t0.5_t0	-0.44824630701290186	0.8
norm_wmean	XBP1	t1_t0.5	-0.33252190705150386	0.6399999999999999
norm_wmean	XBP1	t2_t1	0.1495069419849993	0.52
norm_wmean	XBP1	t3_t2	-1.7259863929317605	0.1
norm_wmean	XBP1	t4_t3	-1.3651407058490248	0.28
norm_wmean	XBP1	t8_t4	3.6605809714962536	0.02
norm_wmean	YBX1	t0.5_t0	1.1454357574294536	0.24
norm_wmean	YBX1	t1_t0.5	-0.9327597687759358	0.7
norm_wmean	YBX1	t2_t1	-0.945134170546949	0.9
norm_wmean	YBX1	t3_t2	-1.469339092794777	0.22
norm_wmean	YBX1	t4_t3	0.8859988005728817	0.9
norm_wmean	YBX1	t8_t4	0.10450228968781551	0.020000000000000018
norm_wmean	YY1	t0.5_t0	0.6134441087762758	0.76
norm_wmean	YY1	t1_t0.5	0.5025354150902156	0.8200000000000001
norm_wmean	YY1	t2_t1	0.4645788252477571	0.06000000000000005
norm_wmean	YY1	t3_t2	0.6817257062980285	0.94
norm_wmean	YY1	t4_t3	-1.759446119132624	0.12
norm_wmean	YY1	t8_t4	0.16004055695090538	0.3799999999999999
norm_wmean	ZBTB33	t0.5_t0	-2.770259411710158	0.02
norm_wmean	ZBTB33	t1_t0.5	0.5292718176070703	0.3799999999999999
norm_wmean	ZBTB33	t2_t1	-0.7165162977192556	0.56
norm_wmean	ZBTB33	t3_t2	0.15448662148903267	0.10000000000000009
norm_wmean	ZBTB33	t4_t3	-1.890681699623845	0.06
norm_wmean	ZBTB33	t8_t4	1.1458677397130324	0.28
norm_wmean	ZEB1	t0.5_t0	2.9433345931651567	0.86
norm_wmean	ZEB1	t1_t0.5	0.3510974690799218	0.040000000000000036
norm_wmean	ZEB1	t2_t1	3.0006967441719268	0.34
norm_wmean	ZEB1	t3_t2	-0.05381415368527712	0.5800000000000001
norm_wmean	ZEB1	t4_t3	-1.0506230811131436	0.58
norm_wmean	ZEB1	t8_t4	-5.104208566533208	0.02
norm_wmean	ZEB2	t0.5_t0	1.339710403169719	0.3999999999999999
norm_wmean	ZEB2	t1_t0.5	1.7359315494540044	0.28
norm_wmean	ZEB2	t2_t1	0.06580398428789976	0.76
norm_wmean	ZEB2	t3_t2	-4.37505871854454	0.02
norm_wmean	ZEB2	t4_t3	-1.3373631524753034	0.32
norm_wmean	ZEB2	t8_t4	-0.7318173116234953	0.5
norm_wmean	ZHX1	t0.5_t0	-0.5375866014784598	0.76
norm_wmean	ZHX1	t1_t0.5	-0.6234353715112302	0.82
norm_wmean	ZHX1	t2_t1	-0.669800768903668	0.6
norm_wmean	ZHX1	t3_t2	-1.0003923085937576	0.42
norm_wmean	ZHX1	t4_t3	-2.2125897139359503	0.04
norm_wmean	ZHX1	t8_t4	0.5303463430055304	0.84
norm_wmean	ZNF274	t0.5_t0	1.9716988340475985	0.74
norm_wmean	ZNF274	t1_t0.5	1.2468547340012865	0.38
norm_wmean	ZNF274	t2_t1	-2.067628973777616	0.04
norm_wmean	ZNF274	t3_t2	0.3792655972086946	0.54
norm_wmean	ZNF274	t4_t3	0.3794482862661416	0.45999999999999996
norm_wmean	ZNF274	t8_t4	-0.4188745135108855	0.020000000000000018
